id,libelle,statut,etat commerc,agrement col,tx rembours,forme pharma,voies admin,statut admin,date declar annee,date amm annee,type proc,titulaires,prix
3739_train,flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule gastro-résistant(e),orale,Autorisation active,20130101,20100101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,7.21
1678_train,plaquette(s) thermoformée(s) aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20150101,20120101,Procédure nationale, ZYDUS FRANCE,6.36
8038_train,plaquette(s) thermoformée(s) PVC-aluminium avec distributeur de 60  dose(s),Présentation active,Déclaration de commercialisation,oui,65%,poudre pour inhalation,inhalée,Autorisation active,20010101,19950101,Procédure nationale, GLAXOSMITHKLINE,8.06
6838_train,plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20090101,20080101,Procédure de reconnaissance mutuelle, RECORDATI IRELAND,19.21
5617_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé sécable,orale,Autorisation abrogée,20130101,20090101,Procédure de reconnaissance mutuelle, RATIOPHARM (ALLEMAGNE),2.58
1875_train,plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20120101,20110101,Procédure décentralisée, MYLAN SAS,6.36
7124_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20110101,20100101,Procédure nationale, TEVA SANTE,6.36
5336_train,2 flacon(s) en verre - 2 seringue(s) préremplie(s) en verre de 3 ml avec 2 adaptateur(s) pour flacon avec 2 aiguille(s),Présentation active,Déclaration de commercialisation,oui,100%,poudre et  solvant pour solution injectable,sous-cutanée,Autorisation active,20100101,20090101,Procédure centralisée, FERRING PHARMACEUTICALS (DANEMARK),261.56
6445_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé,orale,Autorisation active,20140101,20110101,Procédure nationale, TEVA SANTE,1.89
1307_train,1 flacon(s) en verre de 250 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution pour perfusion,intraveineuse,Autorisation active,19630101,19980101,Procédure nationale, FRESENIUS KABI FRANCE,1.1
2005_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20090101,20010101,Procédure de reconnaissance mutuelle, TEVA SANTE,14.86
2961_train,flacon(s) polyéthylène haute densité (PEHD)  de 200  ml avec fermeture de sécurité enfant avec cuillère-mesure,Présentation active,Déclaration de commercialisation,oui,100%,poudre pour solution buvable,orale,Autorisation active,19970101,19960101,Procédure centralisée, BRISTOL MYERS SQUIBB PHARMA (GRANDE BRETAGNE),52.54
185_train,30 ampoule(s) en verre de 2 ml,Présentation active,Déclaration de commercialisation,oui,30%,solution buvable,orale,Autorisation active,19930101,19920101,Procédure nationale, GRANIONS,3.47
4104_train,plaquette(s) thermoformée(s) PVC-Aluminium de 20 gélule(s),Présentation active,Déclaration de commercialisation,oui,30%,gélule,orale,Autorisation active,20120101,20120101,Procédure nationale, EVOLUPHARM,1.91
2370_train,10 sachet(s) polyacrylonitrile aluminium polytéréphtalate (PET) papier avec fermeture de sécurité enfant de 1 film,Présentation active,Déclaration de commercialisation,oui,65%,film orodispersible,voie buccale autre,Autorisation active,20130101,20110101,Procédure décentralisée, MEDA PHARMA (FRANCE),71.1
5498_train,1 flacon(s) en verre de 100 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,"intra-artérielle,intraveineuse",Autorisation active,20020101,19900101,Procédure nationale, MALLINCKRODT DEUTSCHLAND (ALLEMAGNE),45.94
5223_train,plaquette(s) polyamide aluminium PVC de 28 comprimé(s),Présentation active,Arrêt de commercialisation (le médicament n'a plus d'autorisation),non,65%,comprimé pelliculé sécable,orale,Autorisation active,20140101,20140101,Procédure décentralisée, ABBOTT PRODUCTS,13.03
3784_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20110101,20090101,Procédure nationale, ARROW GENERIQUES,18.63
6111_train,plaquette(s) thermoformée(s) aluminium PVC polyéthylène PVDC de 28 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé,orale,Autorisation abrogée,20120101,20090101,Procédure nationale, QUALIMED (LYON),5.92
7631_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,19990101,19880101,Procédure nationale, PFIZER HOLDING FRANCE,19.5
6752_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20110101,20070101,Procédure de reconnaissance mutuelle, TEVA SANTE,6.58
6862_train,4 cartouche(s) bicompartimentée(s) en verre dans stylo pré-rempli avec 4 aiguille(s) avec 8 tampon(s) nettoyant(s),Présentation active,Déclaration de commercialisation,non,65%,poudre et  solvant pour solution injectable,sous-cutanée,Autorisation active,20020101,20020101,Procédure centralisée, MERCK SHARP & DOHME (GRANDE BRETAGNE),567.87
368_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 14 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,15%,comprimé pelliculé sécable,orale,Autorisation abrogée,20120101,20020101,Procédure nationale, SANDOZ,1.51
2653_train,1 flacon(s) en verre de 150 ml avec fermeture de sécurité enfant avec mesurette(s) graduée(s) polypropylène,Présentation active,Déclaration de commercialisation,oui,15%,solution buvable,orale,Autorisation active,19830101,19810101,Procédure nationale, SIGMA TAU (ITALIE),4.33
1404_train,plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 30 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,19990101,19980101,Procédure nationale, LABORATOIRES GRUNENTHAL,3.79
4408_train,plaquette(s) PVC-Aluminium de 30 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20150101,20140101,Procédure nationale, CRISTERS,7.13
6860_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20050101,19960101,Procédure nationale, SANOFI AVENTIS FRANCE,3.37
1318_train,1 flacon(s) en verre brun de 250 ml,Présentation active,Déclaration de commercialisation,oui,15%,suspension buvable,orale,Autorisation active,19990101,19960101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,1.26
959_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,20110101,Procédure décentralisée, EG LABO - LABORATOIRES EUROGENERICS,23.71
4569_train,plaquette(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé à libération modifiée,orale,Autorisation active,20140101,20130101,Procédure décentralisée, MYLAN SAS,5.9
4822_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,100%,comprimé,orale,Autorisation active,19960101,19950101,Procédure nationale, MYLAN SAS,7.33
1338_train,plaquette(s) PVC-Aluminium polyamide aluminium de 14 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé gastro-résistant(e),orale,Autorisation abrogée,20130101,20120101,Procédure décentralisée, RATIOPHARM (ALLEMAGNE),3.49
5907_train,plaquette(s) thermoformée(s) PVC-Aluminium de 10  comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé,orale,Autorisation active,20140101,20030101,Procédure nationale, RATIOPHARM (ALLEMAGNE),6.27
2375_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20130101,20110101,Procédure décentralisée, SANDOZ,23.71
7245_train,1 flacon(s) en verre de 50 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,"intra-artérielle,intraveineuse",Autorisation active,19950101,19940101,Procédure nationale, GUERBET,24.06
5559_train,1 flacon(s) pressurisé(s) aluminium de 60 doses avec valve(s) doseuse(s) avec embout(s) buccal(aux),Présentation active,Déclaration de commercialisation,oui,65%,solution pour inhalation,inhalée,Autorisation active,20130101,20090101,Procédure de reconnaissance mutuelle, TAKEDA (ALLEMAGNE),16.51
4151_train,plaquette(s) thermoformée(s) PVC-aluminium de 30  comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé sécable,orale,Autorisation active,20140101,20020101,Procédure nationale, RATIOPHARM (ALLEMAGNE),3.22
7996_train,plaquette(s) PVC-Aluminium de 56 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20060101,20040101,Procédure centralisée, PFIZER (GRANDE BRETAGNE),11.27
5950_train,6 plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,19950101,19900101,Procédure de reconnaissance mutuelle, SANOFI AVENTIS FRANCE,45.6
2085_train,plaquette(s) thermoformée(s) PVC aluminium de 5  comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,19830101,19820101,Procédure nationale, SINCLAIR PHARMA FRANCE,1.95
3218_train,1 flacon(s) en verre de 15 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,intrathécale,Autorisation active,19820101,19810101,Procédure nationale, BRACCO IMAGING FRANCE,10.23
4534_train,plaquette(s) thermoformée(s) aluminium de 14  comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé gastro-résistant(e),orale,Autorisation active,20030101,19990101,Procédure de reconnaissance mutuelle, NYCOMED FRANCE,5.22
5910_train,plaquette(s) thermoformée(s) nylon aluminium PVC-Aluminium de 7 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,sublinguale,Autorisation active,19960101,19950101,Procédure de reconnaissance mutuelle, RB PHARMACEUTICALS (ROYAUME-UNI),4.93
1361_train,plaquette(s) thermoformée(s) PVC aluminium de 60  gélule(s),Présentation active,Déclaration d'arrêt de commercialisation,oui,65%,gélule à libération prolongée,orale,Autorisation active,20150101,19970101,Procédure nationale, TEVA SANTE,6.06
7630_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,20120101,20110101,Procédure nationale, BIOGARAN,18.63
7646_train,plaquette(s) polyamide aluminium PVC-Aluminium de 6 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,20100101,Procédure décentralisée, SANDOZ,10.13
1885_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé,orale,Autorisation abrogée,20150101,20110101,Procédure décentralisée, ABDI FARMA (PORTUGAL),6.36
2303_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20100101,20090101,Procédure nationale, BIOGARAN,20.13
7894_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20130101,20110101,Procédure décentralisée, MYLAN SAS,18.63
475_train,plaquette(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20100101,20090101,Procédure nationale, ZYDUS FRANCE,7.14
7055_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé quadrisécable,orale,Autorisation active,20110101,20090101,Procédure nationale, EVOLUPHARM,17.14
2759_train,plaquette(s) thermoformée(s) PVC-aluminium de 14 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20000101,19990101,Procédure nationale, ETHYPHARM,5.87
1683_train,12 sachet(s)-dose(s) papier aluminium polyéthylène,Présentation active,Déclaration de commercialisation,oui,65%,poudre pour solution buvable,orale,Autorisation active,20100101,20080101,Procédure nationale, BIOGARAN,1.08
3335_train,1 flacon(s) en verre jaune(brun) de 250 ml avec cuillère-mesure polystyrène,Présentation active,Déclaration de commercialisation,oui,30%,sirop,orale,Autorisation active,20030101,20030101,Procédure nationale, ELERTE,2.06
8191_train,plaquette(s) thermoformée(s) aluminium de 90 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé,orale,Autorisation abrogée,20110101,20020101,Procédure nationale, QUALIMED (LYON),20.89
6033_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20110101,20090101,Procédure nationale, TEVA SANTE,5.49
8223_train,3 plaquette(s) thermoformée(s) aluminium de 10 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20060101,20060101,Procédure centralisée, BRISTOL MYERS SQUIBB PHARMA (GRANDE BRETAGNE),474.62
2338_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30  comprimé(s),Présentation active,Déclaration de commercialisation,non,65%,comprimé sécable,orale,Autorisation active,19680101,19870101,Procédure nationale, SANOFI AVENTIS FRANCE,10.58
7856_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 capsule(s),Présentation active,Déclaration de commercialisation,oui,65%,capsule molle ou,"orale,vaginale",Autorisation active,20130101,19800101,Procédure nationale, BESINS INTERNATIONAL (FRANCE),19.19
601_train,plaquette(s) thermoformée(s) PVC-Aluminium de 16 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20070101,20030101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,10.31
6921_train,1 flacon(s) en verre brun de 30 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution buvable,orale,Autorisation active,19610101,19940101,Procédure nationale, SANOFI AVENTIS FRANCE,7.36
2619_train,plaquette(s) thermoformée(s) PVC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20100101,19980101,Procédure de reconnaissance mutuelle, MERCK SANTE,14.86
5646_train,plaquette(s) PVC PVDC aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20140101,20140101,Procédure nationale, CRISTERS,6.1
6697_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 28 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé,orale,Autorisation abrogée,20140101,20080101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),5.92
8449_train,1 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,solution injectable,"intraveineuse,sous-cutanée",Autorisation active,20130101,20090101,Procédure centralisée, RATIOPHARM (ALLEMAGNE),184.97
3847_train,plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 270 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé,orale,Autorisation active,20120101,20100101,Procédure nationale, LABORATOIRES GERDA,43.84
4979_train,plaquette(s) thermoformée(s) PVC-Aluminium de 180 gélule(s),Présentation active,Déclaration de commercialisation,oui,30%,gélule,orale,Autorisation active,20100101,20090101,Autorisation d'importation parallèle, PHARMA LAB,60.37
3006_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,Arrêt de commercialisation (le médicament n'a plus d'autorisation),non,65%,comprimé pelliculé,orale,Autorisation abrogée,20150101,20080101,Procédure nationale, ACTAVIS GROUP PTC (ISLANDE),6.36
3196_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20060101,20060101,Procédure nationale, BIOGARAN,8.22
2983_train,30 sachet(s) aluminium polyéthylène de 1  dispositif(s),Présentation active,Déclaration de commercialisation,oui,65%,dispositif,transdermique,Autorisation active,19920101,19890101,Procédure nationale, MEDA PHARMA (FRANCE),14.46
2332_train,plaquette(s) aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé orodispersible,orale,Autorisation active,20150101,20140101,Procédure nationale, BIOGARAN,7.03
7981_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé à libération prolongée,orale,Autorisation active,20150101,20100101,Procédure nationale, MYLAN SAS,10.32
642_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé sécable,orale,Autorisation active,20140101,20010101,Procédure de reconnaissance mutuelle, RATIOPHARM (ALLEMAGNE),14.86
7011_train,plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20110101,20100101,Procédure nationale, EG LABO - LABORATOIRES EUROGENERICS,6.36
5401_train,plaquette(s) thermoformée(s) aluminium de 84 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20100101,20090101,Procédure de reconnaissance mutuelle, ARROW GENERIQUES,4.47
6623_train,plaquette(s) thermoformée(s) polychlortrifluoroéthylène PVC aluminium de 60 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé à libération prolongée,orale,Autorisation active,20110101,20100101,Procédure décentralisée, ASTRAZENECA,119.9
2156_train,5 sachet(s) polytéréphtalate (PET) polyéthylène basse densité (PEBD) aluminium avec fermeture de sécurité enfant de 1 dispositif(s),Présentation active,Déclaration de commercialisation,oui,65%,dispositif,transdermique,Autorisation active,20130101,20130101,Procédure décentralisée, MYLAN SAS,53.03
1375_train,plaquette(s) thermoformée(s) PVDC PVC aluminium de 112 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20110101,20100101,Procédure nationale, ZYDUS FRANCE,102.8
757_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20100101,20090101,Procédure nationale, SANDOZ,5.49
1580_train,plaquette(s) formée(s) à froid aluminium de 24 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20100101,20100101,Procédure nationale, TEVA SANTE,6.54
4230_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20110101,20090101,Procédure nationale, BIOGARAN,6.36
3472_train,plaquette(s) formée(s) à froid polyamide PVC aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20100101,20090101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,5.92
2406_train,1 plaquette(s) PVC polyéthylène PVDC aluminium de 1 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20040101,20040101,Procédure de reconnaissance mutuelle, HRA PHARMA,6.34
2994_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,20100101,Procédure nationale, PFIZER HOLDING FRANCE,23.71
4225_train,"1 seringue(s) préremplie(s) en verre de 0,3  ml",Présentation active,Déclaration d'arrêt de commercialisation,non,65%,solution injectable,intramusculaire,Autorisation active,20120101,20030101,Procédure de reconnaissance mutuelle, BIOPROJET,35.19
4679_train,plaquette(s) thermoformée(s) PVC-Aluminium de 20  comprimé(s),Présentation active,Déclaration de commercialisation,oui,15%,comprimé sécable,orale,Autorisation active,19840101,19810101,Procédure nationale, SANOFI AVENTIS FRANCE,2.23
7020_train,plaquette(s) PVC PVDC aluminium de 60 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20140101,20140101,Procédure nationale, ZYDUS FRANCE,34.35
5816_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,20110101,Procédure nationale, TEVA SANTE,18.63
8485_train,plaquette(s) thermoformée(s) PVC-Aluminium de 12 comprimé(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,comprimé pelliculé sécable,orale,Autorisation active,20140101,20020101,Procédure nationale, ARROW GENERIQUES,11.7
989_train,1 flacon(s) en verre de 90  ml avec seringue(s) pour administration orale en polyéthylène,Présentation active,Déclaration de commercialisation,oui,30%,solution buvable,orale,Autorisation active,19760101,19900101,Procédure nationale, JANSSEN CILAG,1.93
6548_train,1 tube(s) aluminium verni de 60 g,Présentation active,Déclaration de commercialisation,oui,30%,gel,cutanée,Autorisation active,19900101,19890101,Procédure nationale, UPSA,1.97
5579_train,plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20110101,20080101,Procédure de reconnaissance mutuelle, RANBAXY PHARMACIE GENERIQUES,23.71
1937_train,plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20120101,20120101,Procédure décentralisée, SANDOZ,13.4
257_train,plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20080101,20060101,Procédure nationale, ARROW GENERIQUES,11.83
6544_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20060101,20030101,Procédure de reconnaissance mutuelle, DAIICHI SANKYO FRANCE,17.45
4192_train,plaquette(s) thermoformée(s) PVC aluminium de 30  comprimé(s),Présentation active,Déclaration de commercialisation,oui,100%,comprimé,orale,Autorisation active,19940101,19930101,Procédure nationale, PHARMASWISS CESKA REPUBLIKA (RÉPUBLIQUE TCHÈQUE),80.56
7673_train,plaquette(s) thermoformée(s) aluminium de 270 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20110101,20100101,Procédure décentralisée, SANDOZ,21.73
3513_train,1 flacon(s) en verre brun avec fermeture de sécurité enfant de 150 ml avec seringue(s) pour administration orale,Présentation active,Déclaration de commercialisation,oui,30%,solution buvable,orale,Autorisation active,20110101,20110101,Procédure nationale, MYLAN SAS,2.35
1468_train,plaquette(s) thermoformée(s) PVC-Aluminium de 30 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule,orale,Autorisation active,20050101,19990101,Procédure nationale, SANOFI AVENTIS FRANCE,7.01
2792_train,plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé sécable,orale,Autorisation active,20070101,20060101,Procédure nationale, SANOFI AVENTIS FRANCE,5.47
174_train,1 flacon(s) en verre de 150 ml avec nécessaire dadministration (seringue pour injecteur Empower (Marlex) + cathéter IV (BD Insyte Autoguard) + perforateur (ABS et polypropylène)),Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,"endocanalaire,intra-articulaire,intra-artérielle,intra-utérine,intraveineuse",Autorisation active,20130101,19940101,Procédure nationale, BRACCO IMAGING FRANCE,62.14
6900_train,plaquette(s) thermoformée(s) PVDC PVC aluminium ou aluminium-ACLAR de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20110101,19990101,Procédure de reconnaissance mutuelle, MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG,9.62
8429_train,1 flacon(s) polyéthylène haute densité (PEHD) avec gobelet doseur polypropylène de 200  ml,Présentation active,Déclaration d'arrêt de commercialisation,non,30%,solution buvable,orale,Autorisation abrogée,20140101,20000101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,1.52
3682_train,plaquette(s) thermoformée(s) polyamide aluminium polyéthylène de 28 gélule(s),Présentation active,Déclaration d'arrêt de commercialisation,non,65%,gélule gastro-résistant(e),orale,Autorisation active,20140101,20110101,Procédure décentralisée, SANDOZ,7.21
8105_train,plaquette(s) formée(s) à froid polyamide PVC aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20100101,20080101,Procédure nationale, RANBAXY PHARMACIE GENERIQUES,7.55
899_train,plaquette(s) polyamide aluminium PVC-Aluminium de 5 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,20150101,20140101,Procédure décentralisée, KRKA (SLOVENIE),9.16
4431_train,plaquette(s) thermoformée(s) aluminium de 28 comprimé(s),Présentation active,Déclaration de commercialisation,non,65%,comprimé,orale,Autorisation active,20060101,20060101,Procédure nationale, LABORATOIRES ALTER,7.55
8282_train,10 plaquette(s) thermoformée(s) PVC aluminium de 10  comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé sécable,orale,Autorisation active,19690101,19970101,Procédure nationale, SANOFI AVENTIS FRANCE,7.72
6434_train,"1 flacon(s) en verre de 1,55 ml avec pompe(s) doseuse(s)",Présentation active,Déclaration de commercialisation,oui,65%,solution pour pulvérisation,nasale,Autorisation active,20110101,20100101,Procédure centralisée, ARCHIMEDES DEVELOPMENT (ROYAUME-UNI),58.42
792_train,"1 seringue(s) préremplie(s) en verre de 0,3  ml",Présentation active,Déclaration d'arrêt de commercialisation,non,65%,solution injectable,intramusculaire,Autorisation active,20120101,20030101,Procédure de reconnaissance mutuelle, BIOPROJET,35.19
5251_train,plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé pelliculé,orale,Autorisation active,19980101,19980101,Procédure nationale, SANOFI AVENTIS FRANCE,1.61
6759_train,1 flacon(s) en verre de 10 ml,Présentation active,Déclaration de commercialisation,oui,65%,solution injectable,intrathécale,Autorisation active,19820101,19810101,Procédure nationale, BRACCO IMAGING FRANCE,6.72
7452_train,plaquette(s) aluminium de 90 comprimé(s),Présentation active,Déclaration de commercialisation,oui,65%,comprimé,orale,Autorisation active,20130101,20130101,Procédure nationale, MYLAN SAS,18.63
8203_train,plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 14 gélule(s),Présentation active,Déclaration de commercialisation,oui,65%,gélule gastro-résistant(e),orale,Autorisation active,20120101,20110101,Procédure décentralisée, KRKA (SLOVENIE),3.94
